object,label,edge_index,radius_mm,center_x_mm,center_y_mm,center_z_mm,axis_x,axis_y,axis_z,bbox_xmin_mm,bbox_ymin_mm,bbox_zmin_mm,bbox_xmax_mm,bbox_ymax_mm,bbox_zmax_mm,bbox_xlen_mm,bbox_ylen_mm,bbox_zlen_mm
Part__Feature016,全倾转无人机总体装配模型016,314,5.500000000000006,-489.6336564424813,91.79913300494053,434.0967114777456,1.863692098532206e-14,1.2407702020397842e-13,1.0,-495.0533672353374,92.73547424711607,434.0967114777449,-484.32887849444376,97.29913300494053,434.0967114777456,10.724488740893662,4.563658757824456,6.821210263296962e-13
Part__Feature016,全倾转无人机总体装配模型016,315,93.99999999999969,-485.1808814815348,-0.7446521169663101,434.0967114777438,-1.8636920985322055e-14,-1.2407702020397842e-13,-1.0,-484.32887849442085,10.708728565299515,434.096711477732,-391.88125623605464,93.25148658516278,434.0967114777406,92.44762225836621,82.54275801986327,8.58335624798201e-12
Part__Feature016,全倾转无人机总体装配模型016,316,5.500000000000061,-392.65070446368264,5.262817307751244,434.09671147774134,1.863692098532206e-14,1.2407702020397842e-13,1.0,-391.8812562360515,6.0965189879713995,434.09671147774066,-387.2142587950128,10.708728565290793,434.0967114777411,4.6669974410386885,4.612209577319393,4.547473508864641e-13
Part__Feature016,全倾转无人机总体装配模型016,318,1.6500000000000017,-392.65070446368264,5.262817307751244,434.09671147774134,1.863692098532206e-14,1.240770202039784e-13,1.0,-394.30070229494925,5.260142085248435,434.0967114777411,-391.00070446368267,6.912817307751246,434.0967114777414,3.2999978312665803,1.6526752225028112,2.8421709430404007e-13
Part__Feature016,全倾转无人机总体装配模型016,319,1.6500000000000017,-392.65070446368264,5.262817307751244,434.09671147774134,1.863692098532206e-14,1.240770202039784e-13,1.0,-394.3007044636826,3.612817307751242,434.0967114777413,-391.00070663241604,5.265492530254054,434.09671147774156,3.2999978312665803,1.652675222502812,2.8421709430404007e-13
Part__Feature016,全倾转无人机总体装配模型016,320,1.6500000000000017,-489.6336564424813,91.79913300494053,434.0967114777456,1.8636920985322062e-14,1.2407702020397837e-13,1.0,-491.2836542737479,91.79645778243771,434.0967114777454,-487.98365644248133,93.44913300494053,434.09671147774566,3.2999978312665803,1.6526752225028218,2.8421709430404007e-13
Part__Feature016,全倾转无人机总体装配模型016,321,1.6500000000000017,-489.6336564424813,91.79913300494053,434.0967114777456,1.8636920985322062e-14,1.2407702020397837e-13,1.0,-491.2836564424813,90.14913300494052,434.09671147774554,-487.9836586112147,91.80180822744335,434.0967114777458,3.2999978312665803,1.6526752225028218,2.8421709430404007e-13
Part__Feature016,全倾转无人机总体装配模型016,322,1.6500000000000017,-577.9785959763722,5.397020600665964,434.09671147774475,1.863692098532206e-14,1.240770202039784e-13,1.0,-579.6285938076388,5.3943453781631545,434.0967114777445,-576.3285959763722,7.047020600665966,434.0967114777448,3.299997831266637,1.6526752225028112,2.8421709430404007e-13
Part__Feature016,全倾转无人机总体装配模型016,323,1.6500000000000017,-577.9785959763722,5.397020600665964,434.09671147774475,1.863692098532206e-14,1.240770202039784e-13,1.0,-579.6285959763721,3.7470206006659614,434.0967114777447,-576.3285981451055,5.3996958231687735,434.096711477745,3.299997831266637,1.652675222502812,2.8421709430404007e-13
Part__Feature016,全倾转无人机总体装配模型016,327,59.00000000000001,-484.2070703433262,-0.7462310047775256,399.0967114777437,-1.8635096428650437e-14,-1.2407702336342882e-13,-1.0,-543.2070703433262,-59.74623100477753,399.09671147774264,-425.2071478919742,-0.650571533464954,399.0967114777511,117.999922451352,59.09565947131257,8.469669410260394e-12
Part__Feature016,全倾转无人机总体装配模型016,328,68.99999999999999,-484.207070343326,-0.7462310047763043,409.0967114777437,1.8635096428650437e-14,1.2407702336342882e-13,1.0,-553.207070343326,-69.74623100477629,409.0967114777425,-415.20716103581265,-0.6343580637497208,409.09671147775236,137.99990930751335,69.11187294102658,9.890754881780595e-12
Part__Feature016,全倾转无人机总体装配模型016,334,5.500000000000061,-392.65070446367787,5.26281730778444,690.0967114777413,1.863692098532206e-14,1.2407702020397842e-13,1.0,-391.8812562360467,6.096518988006016,690.0967114777407,-387.2142587950083,10.708728565323982,690.0967114777411,4.666997441038404,4.612209577317966,4.547473508864641e-13
Part__Feature016,全倾转无人机总体装配模型016,335,93.99999999999962,-485.18088148150616,-0.7446521169310327,690.0967114777437,1.863692098532206e-14,1.240770202039784e-13,1.0,-484.328878494416,10.708728565334887,690.0967114777319,-391.88125623602605,93.2514865851982,690.0967114777405,92.44762225838997,82.5427580198633,8.640199666842818e-12
Part__Feature016,全倾转无人机总体装配模型016,336,5.500000000000006,-489.6336564424607,91.79913300497074,690.0967114777457,1.863692098532206e-14,1.2407702020397842e-13,1.0,-495.0533672353175,92.73547424714214,690.096711477745,-484.3288784944239,97.29913300497074,690.0967114777457,10.724488740893605,4.563658757828605,6.821210263296962e-13
Part__Feature016,全倾转无人机总体装配模型016,337,93.99999999999962,-485.18088148150616,-0.7446521169310327,690.0967114777437,1.863692098532206e-14,1.240770202039784e-13,1.0,-578.4598294986398,10.875926905510237,690.0967114777324,-495.05336723533816,92.73547424712729,690.0967114777441,83.40646226330165,81.85954734161704,1.1709744285326451e-11
Part__Feature016,全倾转无人机总体装配模型016,338,5.500000000000006,-577.9785959763675,5.397020600699632,690.0967114777447,1.8636920985322055e-14,1.2407702020397842e-13,1.0,-580.8480392720031,10.089173110276828,690.0967114777441,-578.4598294986677,10.875926905521302,690.0967114777442,2.3882097733354613,0.7867537952444739,1.1368683772161603e-13
Part__Feature016,全倾转无人机总体装配模型016,339,3.000000000000013,-579.2828883834134,7.529817195948113,690.0967114777445,1.863692098532206e-14,1.2407702020397842e-13,1.0,-582.2729962096656,7.773241080119702,690.0967114777442,-580.8480392719803,10.089173110239468,690.0967114777445,1.4249569376853515,2.3159320301197663,3.410605131648481e-13
Part__Feature016,全倾转无人机总体装配模型016,340,9.999999999999972,-572.3059701222631,6.961828132876102,690.0967114777444,1.863692098532206e-14,1.2407702020397842e-13,1.0,-582.3059701222631,3.7663374159907357,690.0967114777445,-581.7816674094446,7.7732410801281615,690.096711477745,0.5243027128185531,4.006903664137425,4.547473508864641e-13
Part__Feature016,全倾转无人机总体装配模型016,341,3.0000000000000138,-578.9389582232425,4.724984631075624,690.0967114777383,1.863692098532206e-14,1.2407702020397842e-13,1.0,-581.7816674093959,2.017481388205109,690.0967114777385,-580.231020988686,3.7663374160071412,690.0967114777386,1.5506464207098816,1.7488560278020322,1.1368683772161603e-13
Part__Feature016,全倾转无人机总体装配模型016,344,1.6500000000000017,-577.9785959763675,5.397020600699632,690.0967114777447,1.863692098532206e-14,1.240770202039784e-13,1.0,-579.6285938076342,5.394345378196823,690.0967114777445,-576.3285959763675,7.047020600699634,690.0967114777447,3.299997831266637,1.6526752225028112,2.2737367544323206e-13
Part__Feature016,全倾转无人机总体装配模型016,345,1.6500000000000017,-577.9785959763675,5.397020600699632,690.0967114777447,1.863692098532206e-14,1.240770202039784e-13,1.0,-579.6285959763675,3.7470206006996296,690.0967114777447,-576.3285981451008,5.399695823202442,690.096711477745,3.299997831266637,1.652675222502812,2.2737367544323206e-13
Part__Feature016,全倾转无人机总体装配模型016,346,1.6500000000000017,-489.6336564424607,91.79913300497074,690.0967114777457,1.8636920985322062e-14,1.2407702020397837e-13,1.0,-491.2836542737273,91.79645778246793,690.0967114777454,-487.9836564424607,93.44913300497075,690.0967114777457,3.2999978312665803,1.6526752225028218,2.2737367544323206e-13
Part__Feature016,全倾转无人机总体装配模型016,347,1.6500000000000017,-489.6336564424607,91.79913300497074,690.0967114777457,1.8636920985322062e-14,1.2407702020397837e-13,1.0,-491.28365644246065,90.14913300497074,690.0967114777457,-487.9836586111941,91.80180822747356,690.0967114777459,3.2999978312665803,1.6526752225028218,2.2737367544323206e-13
Part__Feature016,全倾转无人机总体装配模型016,348,1.6500000000000017,-392.65070446367787,5.26281730778444,690.0967114777413,1.863692098532206e-14,1.240770202039784e-13,1.0,-394.3007022949445,5.260142085281631,690.0967114777411,-391.0007044636779,6.912817307784442,690.0967114777413,3.2999978312665803,1.6526752225028112,2.2737367544323206e-13
Part__Feature016,全倾转无人机总体装配模型016,349,1.6500000000000017,-392.65070446367787,5.26281730778444,690.0967114777413,1.863692098532206e-14,1.240770202039784e-13,1.0,-394.30070446367785,3.6128173077844377,690.0967114777413,-391.00070663241127,5.26549253028725,690.0967114777416,3.2999978312665803,1.652675222502812,2.2737367544323206e-13
Part__Feature017,全倾转无人机总体装配模型017,1,2.999999999999999,612.0392952587684,338.2727490256597,582.3467114671043,6.3510027934267955e-15,-9.08668914388429e-16,1.0,611.7803160021671,335.2727490256597,582.3467114671043,615.0094186165592,337.85041356716,582.3467114671043,3.2291026143921044,2.577664541500269,0.0
Part__Feature017,全倾转无人机总体装配模型017,3,2.999999999999999,612.0392952587682,338.27274902565995,542.3467114671043,-6.3510027934267955e-15,9.08668914388429e-16,-1.0,611.7803160021668,335.27274902565995,542.3467114671043,615.009418616559,337.85041356716016,542.3467114671043,3.2291026143921044,2.577664541500212,0.0
Part__Feature017,全倾转无人机总体装配模型017,5,1.600000000000009,612.0472761134664,338.32887531692234,542.3467114671043,-6.351002793426795e-15,9.08668914388429e-16,-1.0,611.8220305355999,336.7288753169223,542.3467114671043,613.6472761134664,339.912941107744,542.3467114671043,1.8252455778665535,3.1840657908217054,0.0
Part__Feature017,全倾转无人机总体装配模型017,6,1.600000000000009,612.0472761134664,338.32887531692234,542.3467114671043,-6.351002793426795e-15,9.08668914388429e-16,-1.0,610.4472761134664,336.74480952610065,542.3467114671043,612.2725216913329,339.92887531692236,542.3467114671043,1.8252455778665535,3.1840657908217054,0.0
Part__Feature017,全倾转无人机总体装配模型017,8,0.5000000000000078,609.1608775021089,336.0139880504764,542.3467114671043,6.351002793426795e-15,-9.086689143884291e-16,1.0,609.1172944808303,335.5139880504764,542.3467114671043,609.6608775021089,336.3268106540502,542.3467114671043,0.5435830212785504,0.8128226035737498,0.0
Part__Feature017,全倾转无人机总体装配模型017,9,3.1999999999999784,612.0472761134664,338.32887531692234,542.3467114671043,-6.351002793426793e-15,9.086689143884287e-16,-1.0,608.8472761134665,336.32681065405023,542.3467114671043,610.2079608863753,340.94744735056787,542.3467114671043,1.3606847729088258,4.620636696517636,0.0
Part__Feature017,全倾转无人机总体装配模型017,10,0.5000000000000078,609.9205678821423,341.35659923082494,542.3467114671043,6.351002793426795e-15,-9.086689143884291e-16,1.0,610.0175583630277,340.9474473505678,542.3467114671043,610.4205678821423,341.8471018777267,542.3467114671043,0.40300951911467564,0.899654527158873,0.0
Part__Feature017,全倾转无人机总体装配模型017,12,2.999999999999999,612.0552569681645,338.3850016081826,542.3467114671043,-6.3510027934267955e-15,9.08668914388429e-16,-1.0,612.6396800223539,337.96266614968283,542.3467114671043,615.0552569681645,341.32752598254757,542.3467114671043,2.415576945810585,3.364859832864738,0.0
Part__Feature017,全倾转无人机总体装配模型017,15,0.5000000000000233,609.9205678821417,341.35659923082505,442.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,610.017558363027,340.9474473505679,442.3467114671043,610.4205678821417,341.84710187772686,442.3467114671043,0.40300951911467564,0.8996545271589298,0.0
Part__Feature017,全倾转无人机总体装配模型017,20,2.999999999999999,612.0552569681646,338.3850016081824,582.3467114671043,6.3510027934267955e-15,-9.08668914388429e-16,1.0,612.6396800223541,337.9626661496826,582.3467114671043,615.0552569681646,341.32752598254734,582.3467114671043,2.4155769458104714,3.364859832864738,0.0
Part__Feature017,全倾转无人机总体装配模型017,39,0.5000000000000233,609.9205678821432,341.3565992308248,682.3467114671043,-6.351002793426794e-15,9.08668914388429e-16,-1.0,610.0175583630285,340.9474473505677,682.3467114671043,610.4205678821432,341.84710187772663,682.3467114671043,0.4030095191147893,0.8996545271589298,0.0
Part__Feature017,全倾转无人机总体装配模型017,41,0.5000000000000233,609.9205678821426,341.35659923082494,582.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,610.0175583630279,340.9474473505678,582.3467114671043,610.4205678821426,341.84710187772674,582.3467114671043,0.40300951911467564,0.8996545271589298,0.0
Part__Feature017,全倾转无人机总体装配模型017,42,3.1999999999999784,612.0472761134658,338.3288753169224,442.3467114671043,-6.351002793426793e-15,9.086689143884287e-16,-1.0,609.124980220761,339.63278739811517,442.3467114671043,610.2079608863746,340.94744735056787,442.3467114671043,1.0829806656136043,1.3146599524527005,0.0
Part__Feature017,全倾转无人机总体装配模型017,69,0.5000000000000233,609.1608775021091,336.0139880504764,582.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,609.1172944808307,335.5139880504764,582.3467114671043,609.6608775021091,336.3268106540502,582.3467114671043,0.5435830212784367,0.8128226035737498,0.0
Part__Feature017,全倾转无人机总体装配模型017,74,3.200000000000018,612.0472761134673,338.32887531692216,682.3467114671043,6.351002793426795e-15,-9.08668914388429e-16,1.0,609.1249802207625,339.63278739811506,682.3467114671043,610.2079608863762,340.94744735056776,682.3467114671043,1.082980665613718,1.3146599524527005,0.0
Part__Feature017,全倾转无人机总体装配模型017,75,3.1999999999999784,612.0472761134668,338.3288753169223,582.3467114671043,-6.351002793426793e-15,9.086689143884287e-16,-1.0,608.8472761134668,336.32681065405023,582.3467114671043,610.2079608863755,340.94744735056776,582.3467114671043,1.3606847729087121,4.620636696517522,0.0
Part__Feature018,全倾转无人机总体装配模型018,2,0.5000000000000233,609.9205678821436,341.35659923082477,727.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,610.0175583630287,340.94744735056764,727.3467114671043,610.4205678821436,341.8471018777266,727.3467114671043,0.403009519114903,0.8996545271589298,0.0
Part__Feature018,全倾转无人机总体装配模型018,4,0.5000000000000233,609.9205678821432,341.3565992308248,689.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,610.0175583630285,340.94744735056776,689.3467114671043,610.4205678821432,341.84710187772663,689.3467114671043,0.4030095191147893,0.899654527158873,0.0
Part__Feature018,全倾转无人机总体装配模型018,6,2.999999999999944,612.0552569681655,338.3850016081823,727.3467114671043,-6.351002793426795e-15,9.08668914388429e-16,-1.0,612.639680022355,337.9626661496825,727.3467114671043,615.0552569681655,341.3275259825472,727.3467114671043,2.4155769458104714,3.3648598328646813,0.0
Part__Feature018,全倾转无人机总体装配模型018,8,2.999999999999944,612.0552569681657,338.3850016081823,757.3467114671045,-6.351002793426795e-15,9.08668914388429e-16,-1.0,612.6396800223552,337.9626661496825,757.3467114671045,615.0552569681657,341.3275259825472,757.3467114671045,2.415576945810585,3.3648598328646813,0.0
Part__Feature018,全倾转无人机总体装配模型018,16,0.5000000000000233,609.9205678821437,341.3565992308247,757.3467114671045,6.351002793426794e-15,-9.08668914388429e-16,1.0,610.0175583630289,340.9474473505676,757.3467114671045,610.4205678821437,341.8471018777265,757.3467114671045,0.4030095191147893,0.8996545271589298,0.0
Part__Feature018,全倾转无人机总体装配模型018,17,0.5000000000000233,609.9205678821445,341.3565992308246,887.3467114671045,6.351002793426794e-15,-9.08668914388429e-16,1.0,610.0175583630298,340.94744735056753,887.3467114671045,610.4205678821445,341.8471018777264,887.3467114671045,0.40300951911467564,0.899654527158873,0.0
Part__Feature018,全倾转无人机总体装配模型018,18,3.1999999999999784,612.0472761134687,338.328875316922,887.3467114671045,-6.351002793426793e-15,9.086689143884287e-16,-1.0,608.8472761134688,336.32681065404995,887.3467114671045,610.2079608863776,340.94744735056753,887.3467114671045,1.3606847729088258,4.620636696517579,0.0
Part__Feature018,全倾转无人机总体装配模型018,19,3.1999999999999784,612.0472761134679,338.3288753169221,757.3467114671045,-6.351002793426793e-15,9.086689143884287e-16,-1.0,608.847276113468,336.32681065405006,757.3467114671045,610.2079608863767,340.9474473505676,757.3467114671045,1.3606847729087121,4.620636696517522,0.0
Part__Feature018,全倾转无人机总体装配模型018,22,3.0000000000005094,612.0392952587694,338.2727490256596,727.3467114671043,-6.351002793426795e-15,9.08668914388429e-16,-1.0,611.780315985959,335.2727490256591,727.3467114671043,615.0094186165605,337.85041356715976,727.3467114671043,3.2291026306015738,2.577664541500667,0.0
Part__Feature018,全倾转无人机总体装配模型018,24,3.0000000000005094,612.0392952587696,338.2727490256596,757.3467114671045,-6.351002793426795e-15,9.08668914388429e-16,-1.0,611.7803159859592,335.2727490256591,757.3467114671045,615.0094186165608,337.85041356715976,757.3467114671045,3.2291026306015738,2.577664541500667,0.0
Part__Feature018,全倾转无人机总体装配模型018,26,0.5000000000000233,609.1608775021101,336.0139880504763,727.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,609.1172944808316,335.5139880504763,727.3467114671043,609.6608775021101,336.32681065405,727.3467114671043,0.5435830212785504,0.812822603573693,0.0
Part__Feature018,全倾转无人机总体装配模型018,28,0.5000000000000233,609.1608775021099,336.0139880504763,689.3467114671043,6.351002793426794e-15,-9.08668914388429e-16,1.0,609.1172944808313,335.5139880504763,689.3467114671043,609.6608775021099,336.32681065405006,689.3467114671043,0.5435830212785504,0.8128226035737498,0.0
Part__Feature018,全倾转无人机总体装配模型018,35,0.5000000000000233,609.1608775021102,336.01398805047626,757.3467114671045,6.351002793426794e-15,-9.08668914388429e-16,1.0,609.1172944808318,335.51398805047626,757.3467114671045,609.6608775021102,336.32681065405,757.3467114671045,0.5435830212784367,0.8128226035737498,0.0
Part__Feature018,全倾转无人机总体装配模型018,36,0.5000000000000078,609.1608775021111,336.01398805047614,887.3467114671045,6.351002793426795e-15,-9.086689143884291e-16,1.0,609.1172944808325,335.51398805047614,887.3467114671045,609.6608775021111,336.32681065404995,887.3467114671045,0.5435830212786641,0.8128226035738066,0.0
Part__Feature018,全倾转无人机总体装配模型018,37,1.600000000000009,612.0472761134687,338.328875316922,887.3467114671045,-6.351002793426795e-15,9.08668914388429e-16,-1.0,611.8220305356022,336.728875316922,887.3467114671045,613.6472761134687,339.9129411077437,887.3467114671045,1.8252455778665535,3.1840657908217054,0.0
Part__Feature018,全倾转无人机总体装配模型018,38,1.600000000000009,612.0472761134687,338.328875316922,887.3467114671045,-6.351002793426795e-15,9.08668914388429e-16,-1.0,610.4472761134687,336.7448095261003,887.3467114671045,612.2725216913352,339.928875316922,887.3467114671045,1.8252455778665535,3.1840657908217054,0.0
Part__Feature018,全倾转无人机总体装配模型018,61,3.1999999999999784,612.0472761134674,338.32887531692216,689.3467114671043,-6.351002793426793e-15,9.086689143884287e-16,-1.0,608.8472761134675,336.32681065405006,689.3467114671043,610.2079608863763,340.9474473505677,689.3467114671043,1.3606847729088258,4.620636696517636,0.0
Part__Feature019,全倾转无人机总体装配模型019,18,3.0000000000004463,612.0392952587672,338.27274902565995,397.3467114671044,6.639507965638324e-15,-9.496927876447072e-16,1.0,611.7803160021659,335.2727490256595,397.3467114671044,615.0094186165583,337.8504135671601,397.3467114671044,3.229102614392332,2.57766454150061,0.0
Part__Feature019,全倾转无人机总体装配模型019,19,3.0000000000004463,612.039295258767,338.27274902565995,367.34671146710434,6.639507965638324e-15,-9.496927876447072e-16,1.0,611.7803160021657,335.2727490256595,367.34671146710434,615.009418616558,337.8504135671601,367.34671146710434,3.229102614392332,2.57766454150061,0.0
Part__Feature019,全倾转无人机总体装配模型019,23,1.6000000000000167,612.0472761134646,338.32887531692256,237.3467114671043,6.6395079656383234e-15,-9.496927876447072e-16,1.0,610.4632103226429,338.103629739056,237.3467114671043,613.6472761134646,339.9288753169226,237.3467114671043,3.1840657908217054,1.8252455778666103,0.0
Part__Feature019,全倾转无人机总体装配模型019,24,1.6000000000000167,612.0472761134646,338.32887531692256,237.3467114671043,6.6395079656383234e-15,-9.496927876447072e-16,1.0,610.4472761134646,336.72887531692254,237.3467114671043,613.6313419042863,338.55412089478915,237.3467114671043,3.1840657908217054,1.8252455778666103,0.0
Part__Feature019,全倾转无人机总体装配模型019,25,3.2000000000000255,612.0472761134646,338.32887531692256,237.3467114671043,-6.639507965638324e-15,9.496927876447072e-16,-1.0,608.8472761134645,336.32681065405046,237.34671146710434,610.2079608863734,340.9474473505681,237.34671146710434,1.3606847729088258,4.620636696517636,0.0
Part__Feature019,全倾转无人机总体装配模型019,26,0.5000000000000155,609.160877502107,336.01398805047677,237.34671146710434,6.639507965638324e-15,-9.496927876447074e-16,1.0,609.1172944808284,335.51398805047677,237.34671146710434,609.660877502107,336.3268106540505,237.34671146710434,0.5435830212786641,0.8128226035737498,0.0
Part__Feature019,全倾转无人机总体装配模型019,28,0.5000000000000155,609.9205678821404,341.3565992308252,237.34671146710434,6.639507965638324e-15,-9.496927876447074e-16,1.0,610.0175583630256,340.9474473505681,237.34671146710434,610.4205678821404,341.847101877727,237.34671146710434,0.4030095191147893,0.8996545271589298,0.0
Part__Feature019,全倾转无人机总体装配模型019,31,0.5000000000000233,609.1608775021078,336.01398805047666,367.3467114671044,-6.6395079656383234e-15,9.49692787644707e-16,-1.0,609.1172944808293,335.51398805047666,367.3467114671044,609.6608775021078,336.3268106540504,367.3467114671044,0.5435830212785504,0.8128226035737498,0.0
Part__Feature019,全倾转无人机总体装配模型019,32,3.2000000000000255,612.0472761134653,338.32887531692245,367.3467114671044,6.639507965638324e-15,-9.496927876447072e-16,1.0,608.8472761134652,336.3268106540503,367.3467114671044,610.2079608863742,340.94744735056804,367.3467114671044,1.3606847729089395,4.620636696517749,0.0
Part__Feature019,全倾转无人机总体装配模型019,35,0.5000000000000155,609.9205678821412,341.3565992308251,367.3467114671044,-6.639507965638324e-15,9.496927876447074e-16,-1.0,610.0175583630265,340.947447350568,367.3467114671044,610.4205678821412,341.8471018777269,367.3467114671044,0.40300951911467564,0.8996545271589298,0.0
Part__Feature019,全倾转无人机总体装配模型019,51,2.9999999999998894,612.0552569681635,338.38500160818256,397.3467114671044,6.639507965638324e-15,-9.496927876447074e-16,1.0,612.6396800223532,337.9626661496828,397.3467114671044,615.0552569681633,341.32752598254734,397.3467114671044,2.4155769458101304,3.3648598328645676,0.0
Part__Feature019,全倾转无人机总体装配模型019,53,2.9999999999998894,612.0552569681632,338.3850016081826,367.34671146710434,6.639507965638324e-15,-9.496927876447074e-16,1.0,612.6396800223526,337.96266614968283,367.34671146710434,615.0552569681631,341.32752598254746,367.34671146710434,2.4155769458104714,3.3648598328646244,0.0
Part__Feature019,全倾转无人机总体装配模型019,56,0.5000000000000155,609.9205678821417,341.35659923082505,435.3467114671043,-6.427734981934273e-15,9.1957981609559e-16,-1.0,610.017558363027,340.9474473505679,435.3467114671043,610.4205678821417,341.84710187772686,435.3467114671043,0.40300951911467564,0.8996545271589298,0.0
Part__Feature019,全倾转无人机总体装配模型019,58,0.5000000000000312,609.9205678821414,341.35659923082505,397.3467114671044,-6.639507965638324e-15,9.496927876447074e-16,-1.0,610.0175583630266,340.9474473505679,397.3467114671044,610.4205678821414,341.84710187772686,397.3467114671044,0.4030095191147893,0.8996545271589298,0.0
Part__Feature019,全倾转无人机总体装配模型019,65,0.5000000000000155,609.1608775021082,336.01398805047654,435.3467114671043,-6.427734981934273e-15,9.1957981609559e-16,-1.0,609.1172944808296,335.51398805047654,435.3467114671043,609.6608775021082,336.3268106540503,435.3467114671043,0.5435830212785504,0.8128226035737498,0.0
Part__Feature019,全倾转无人机总体装配模型019,66,3.20000000000001,612.0472761134657,338.3288753169224,435.3467114671043,6.427734981934271e-15,-9.1957981609559e-16,1.0,608.8472761134657,336.3268106540503,435.3467114671043,610.2079608863746,340.947447350568,435.3467114671043,1.3606847729089395,4.620636696517693,0.0
Part__Feature021,全倾转无人机总体装配模型021,1,4.183189893318577,610.0133593843233,331.425992221239,683.0967114647448,0.14077848616659613,0.9900411192635594,1.4671325291787082e-18,610.0945724491716,330.83708908071026,678.9143259296684,614.1548893883964,331.4144441631798,683.0967114647448,4.06031693922489,0.5773550824695235,4.182385535076378
Part__Feature021,全倾转无人机总体装配模型021,3,4.193574603659732,607.6201251194913,314.59529319375866,683.0967114647448,0.14077848616659613,0.9900411192635594,1.4671325291787084e-18,607.7102558380562,314.00492810942876,678.9041251319893,611.7719364138138,314.5824770936293,683.0967114647448,4.061680575757578,0.5775489842005186,4.192586332755468
Part__Feature021,全倾转无人机总体装配模型021,5,4.183189893318577,610.0133593843233,331.425992221239,683.0967114647448,0.14077848616659613,0.9900411192635594,1.4671325291787082e-18,610.0945724491717,330.83708908071026,683.0967114647448,614.1548893883964,331.4144441631798,687.2790969998211,4.060316939224776,0.5773550824695235,4.182385535076378
Part__Feature021,全倾转无人机总体装配模型021,7,4.193574603659732,607.6201251194913,314.59529319375866,683.0967114647448,0.14077848616659613,0.9900411192635594,1.4671325291787084e-18,607.7102558380564,314.00492810942876,683.0967114647448,611.7719364138138,314.5824770936293,687.2892977975002,4.061680575757464,0.5775489842005186,4.192586332755468
Part__Feature022,全倾转无人机总体装配模型022,1,4.2758942394984025,580.8722127478379,126.4874805336823,683.0967114647448,-0.14077848616659613,-0.9900411192635594,-1.4671325291787082e-18,581.168774022947,125.88552661563725,678.8313223033018,585.1055238665635,126.44531112621713,687.3619577596081,3.9367498436165533,0.5597845105798882,8.5306354563063
Part__Feature022,全倾转无人机总体装配模型022,3,4.263676933214852,583.68778247117,146.28830291895355,683.0967114647448,-0.14077848616659613,-0.9900411192635594,-1.4671325291787082e-18,583.9663670320705,145.6880689347921,678.84232990847,587.9089979543082,146.24868970290638,687.3510930210196,3.942630922237754,0.5606207681142621,8.508763112549559
Part__Feature026,全倾转无人机总体装配模型026,1,4.183189893318577,610.0133594844935,331.42599220072964,441.5967114749522,0.14077848616659613,0.9900411192635595,9.037513223418705e-18,610.0945725493417,330.83708906020087,437.4143259398759,614.1548894885667,331.4144441426704,441.5967114749522,4.060316939225004,0.5773550824695235,4.182385535076321
Part__Feature026,全倾转无人机总体装配模型026,3,4.193574603659732,607.6201252196613,314.5952931732493,441.5967114749522,0.14077848616659613,0.9900411192635595,9.037513223418703e-18,607.7102559382265,314.00492808891937,437.4041251421967,611.7719365139839,314.5824770731199,441.5967114749522,4.06168057575735,0.5775489842005186,4.192586332755525
Part__Feature026,全倾转无人机总体装配模型026,5,4.183189893318577,610.0133594844935,331.42599220072964,441.5967114749522,0.14077848616659613,0.9900411192635595,9.037513223418705e-18,610.0945725493418,330.83708906020087,441.5967114749522,614.1548894885667,331.4144441426704,445.7790970100285,4.06031693922489,0.5773550824695235,4.182385535076321
Part__Feature026,全倾转无人机总体装配模型026,7,4.193574603659732,607.6201252196613,314.5952931732493,441.5967114749522,0.14077848616659613,0.9900411192635595,9.037513223418703e-18,607.7102559382266,314.00492808891937,441.5967114749522,611.7719365139839,314.58247707311983,445.7892978077077,4.0616805757572365,0.5775489842004617,4.192586332755525
Part__Feature027,全倾转无人机总体装配模型027,1,4.2758942394984025,580.8722128480082,126.48748051317294,441.5967114749522,-0.14077848616659613,-0.9900411192635595,-9.037513223418705e-18,581.168774123117,125.88552659512789,437.3313223135092,585.1055239667338,126.44531110570782,445.86195776981555,3.9367498436167807,0.5597845105799308,8.530635456306356
Part__Feature027,全倾转无人机总体装配模型027,3,4.263676933214852,583.68778257134,146.28830289844407,441.5967114749522,-0.14077848616659613,-0.9900411192635595,-9.037513223418705e-18,583.9663671322406,145.68806891428264,437.3423299186775,587.9089980544783,146.2486896823969,445.8510930312269,3.9426309222376403,0.5606207681142621,8.508763112549445
Part__Feature028,全倾转无人机总体装配模型028,23,4.045181455799342,583.6877833100215,146.28830278983463,683.0967107032983,0.14077848616657482,0.9900411192635625,2.541369892306023e-13,582.6377127781351,145.7188282682181,679.0515292474989,587.6926792861452,146.43761713342275,687.0003692584495,5.054966508010125,0.7187888652046581,7.948840010950562
