object,label,edge_index,radius_mm,center_x_mm,center_y_mm,center_z_mm,axis_x,axis_y,axis_z,bbox_xmin_mm,bbox_ymin_mm,bbox_zmin_mm,bbox_xmax_mm,bbox_ymax_mm,bbox_zmax_mm,bbox_xlen_mm,bbox_ylen_mm,bbox_zlen_mm
Part__Feature,全倾转无人机总体装配模型,55,3.0000000000000027,217.80464751625942,140.64163231010457,430.09671147985284,0.0,0.0,-1.0,214.80464751625942,137.65616830107,430.09671147985284,217.50968200851443,141.13206097668368,430.09671147985284,2.7050344922550096,3.4758926756136646,0.0
Part__Feature,全倾转无人机总体装配模型,57,3.0000000000000027,254.89011366886015,136.9775675883194,430.09671147985284,0.0,0.0,-1.0,254.5951481611151,133.9775675883194,430.09671147985284,257.8609178750852,136.56004828544138,430.09671147985284,3.265769713970087,2.58248069712198,0.0
Part__Feature,全倾转无人机总体装配模型,59,3.00000000000003,205.1555031816812,149.99166984242783,430.09671147985284,0.0,0.0,-1.0,205.57302248455932,149.57415053954978,430.09671147985284,208.15550318168124,152.96247404865287,430.09671147985284,2.582480697121923,3.3883235091030883,0.0
Part__Feature,全倾转无人机总体装配模型,61,3.0000000000000027,186.14542906013472,152.6633615272102,430.09671147985284,0.0,0.0,-1.0,183.2202669489934,153.3292643906545,430.09671147985284,186.56294836301277,155.6633615272102,430.09671147985284,3.342681414019353,2.3340971365557266,0.0
Part__Feature,全倾转无人机总体装配模型,63,3.0000000000000027,184.16532681870933,143.96521594056316,430.09671147985284,0.0,0.0,-1.0,181.16532681870933,140.9797519315286,430.09671147985284,183.87036131096434,144.63111880400749,430.09671147985284,2.7050344922550096,3.6513668724788886,0.0
Part__Feature,全倾转无人机总体装配模型,65,3.0000000000000027,204.03267204389337,142.00231116121964,430.09671147985284,0.0,0.0,-1.0,203.73770653614832,139.00231116121964,430.09671147985284,207.00347625011838,141.5847918583416,430.09671147985284,3.2657697139700588,2.5824806971219516,0.0
Part__Feature,全倾转无人机总体装配模型,67,12.00000000000001,-381.27436590894627,210.6359022007793,430.09671147985284,0.0,0.0,-1.0,-393.27436590894627,210.6359022007793,430.09671147985284,-369.27436590894627,222.6359022007793,430.09671147985284,24.0,12.0,0.0
Part__Feature,全倾转无人机总体装配模型,68,12.00000000000001,-381.27436590894627,210.6359022007793,430.09671147985284,0.0,0.0,-1.0,-393.27436590894627,198.6359022007793,430.09671147985284,-369.27436590894627,210.6359022007793,430.09671147985284,24.0,12.0,0.0
Part__Feature,全倾转无人机总体装配模型,69,14.000000000000012,-294.7564972173165,199.35954011762087,430.09671147985284,0.0,-0.0,1.0,-308.7564972173165,185.35954011762087,430.09671147985284,-280.7564972173165,199.35954011762087,430.09671147985284,28.0,14.0,0.0
Part__Feature,全倾转无人机总体装配模型,70,14.000000000000012,-294.7564972173165,199.35954011762087,430.09671147985284,0.0,-0.0,1.0,-308.7564972173165,199.35954011762087,430.09671147985284,-280.7564972173165,213.35954011762087,430.09671147985284,28.0,14.0,0.0
Part__Feature,全倾转无人机总体装配模型,71,1.9000000000000128,-354.19500721823664,236.50766397211987,430.09671147985284,0.0,0.0,-1.0,-356.0950072182367,236.50766397211987,430.09671147985284,-352.2950072182366,238.40766397211988,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,72,1.9000000000000128,-354.19500721823664,236.50766397211987,430.09671147985284,0.0,0.0,-1.0,-356.0950072182367,234.60766397211987,430.09671147985284,-352.2950072182366,236.50766397211987,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,77,1.9000000000000128,-195.7521162195693,214.23996781862456,430.09671147985284,0.0,0.0,-1.0,-197.6521162195693,214.23996781862456,430.09671147985284,-193.8521162195693,216.13996781862457,430.09671147985284,3.8000000000000114,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,78,1.9000000000000128,-195.7521162195693,214.23996781862456,430.09671147985284,0.0,0.0,-1.0,-197.6521162195693,212.33996781862456,430.09671147985284,-193.8521162195693,214.23996781862456,430.09671147985284,3.8000000000000114,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,79,1.9000000000000128,-274.97356171890294,225.3738158953722,430.09671147985284,0.0,0.0,-1.0,-276.873561718903,225.3738158953722,430.09671147985284,-273.0735617189029,227.2738158953722,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,80,1.9000000000000128,-274.97356171890294,225.3738158953722,430.09671147985284,0.0,0.0,-1.0,-276.873561718903,223.47381589537218,430.09671147985284,-273.0735617189029,225.3738158953722,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,81,1.9000000000000128,-433.41645271757034,247.64151204886753,430.09671147985284,0.0,0.0,-1.0,-435.31645271757037,247.64151204886753,430.09671147985284,-431.5164527175703,249.54151204886753,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,82,1.9000000000000128,-433.41645271757034,247.64151204886753,430.09671147985284,0.0,0.0,-1.0,-435.31645271757037,245.74151204886752,430.09671147985284,-431.5164527175703,247.64151204886753,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,83,1.9000000000000128,517.2408932744337,114.03533512789569,430.09671147985284,0.0,0.0,-1.0,515.3408932744337,114.03533512789569,430.09671147985284,519.1408932744337,115.93533512789571,430.09671147985284,3.7999999999999545,1.90000000000002,0.0
Part__Feature,全倾转无人机总体装配模型,84,1.9000000000000128,517.2408932744337,114.03533512789569,430.09671147985284,0.0,0.0,-1.0,515.3408932744337,112.13533512789567,430.09671147985284,519.1408932744337,114.03533512789569,430.09671147985284,3.7999999999999545,1.90000000000002,0.0
Part__Feature,全倾转无人机总体装配模型,85,1.9000000000000128,438.01944777510005,125.16918320464335,430.09671147985284,0.0,0.0,-1.0,436.1194477751,125.16918320464335,430.09671147985284,439.9194477751001,127.06918320464337,430.09671147985284,3.800000000000068,1.90000000000002,0.0
Part__Feature,全倾转无人机总体装配模型,86,1.9000000000000128,438.01944777510005,125.16918320464335,430.09671147985284,0.0,0.0,-1.0,436.1194477751,123.26918320464333,430.09671147985284,439.9194477751001,125.16918320464335,430.09671147985284,3.800000000000068,1.90000000000002,0.0
Part__Feature,全倾转无人机总体装配模型,87,1.9000000000000128,358.7980022757664,136.303031281391,430.09671147985284,0.0,0.0,-1.0,356.8980022757664,136.303031281391,430.09671147985284,360.69800227576644,138.203031281391,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,88,1.9000000000000128,358.7980022757664,136.303031281391,430.09671147985284,0.0,0.0,-1.0,356.8980022757664,134.40303128139098,430.09671147985284,360.69800227576644,136.303031281391,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
Part__Feature,全倾转无人机总体装配模型,89,1.9000000000000128,279.57655677643265,147.43687935813864,430.09671147985284,0.0,0.0,-1.0,277.6765567764326,147.43687935813864,430.09671147985284,281.4765567764327,149.33687935813865,430.09671147985284,3.800000000000068,1.9000000000000057,0.0
