object,label,type,solids,faces,edges,xmin_mm,ymin_mm,zmin_mm,xmax_mm,ymax_mm,zmax_mm,xlen_mm,ylen_mm,zlen_mm
Part__Feature021,全倾转无人机总体装配模型021,Part::Feature,0,5,25,411.47165137546233,126.12491777818468,674.2499922995621,638.289958150438,439.2117288621311,691.9434306299294,226.81830677497567,313.08681108394643,17.693438330367258
Part__Feature022,全倾转无人机总体装配模型022,Part::Feature,0,1,4,581.1515955758117,125.88552661563719,678.8301392375223,587.908997954308,146.2486897029064,687.3632836919672,6.757402378496295,20.363163087269214,8.533144454444937
Part__Feature023,全倾转无人机总体装配模型023,Part::Feature,0,1,4,513.0915000831006,131.90177681903728,446.0489472139854,589.1114551236258,342.1164502703258,448.7108057077557,76.01995504052513,210.21467345128852,2.6618584937702963
Part__Feature024,全倾转无人机总体装配模型024,Part::Feature,0,1,16,482.047771422824,332.2527861945179,434.5984561790253,605.3250622052408,357.5423348538857,448.5949667708802,123.2772907824168,25.289548659367767,13.996510591854928
Part__Feature025,全倾转无人机总体装配模型025,Part::Feature,0,2,16,411.4716514756325,126.12491775767532,432.74999230976925,638.2899582506082,439.2117288416217,450.44343064013657,226.81830677497567,313.0868110839464,17.693438330367314
Part__Feature026,全倾转无人机总体装配模型026,Part::Feature,0,2,7,607.7015398948059,314.0049280889193,437.4039432263428,614.1548894885666,331.41444414267045,445.7894797235616,6.453349593760663,17.409516053751133,8.385536497218823
Part__Feature027,全倾转无人机总体装配模型027,Part::Feature,0,1,4,581.151595675982,125.8855265951278,437.3301392477298,587.9089980544783,146.2486896823969,445.8632837021746,6.757402378496295,20.3631630872691,8.533144454444823
Part__Feature028,全倾转无人机总体装配模型028,Part::Feature,0,7,29,523.8825692571725,34.096104880334096,679.0515292474989,611.5405548427628,320.57443394550296,695.893438469573,87.65798558559038,286.47832906516885,16.841909222074037
Part__Feature029,全倾转无人机总体装配模型029,Part::Feature,0,8,32,523.6169436715414,34.096104953538095,430.7607317036892,611.5405542118561,320.5744340226909,454.3934389833066,87.92361054031471,286.47832906915284,23.63270727961742
Part__Feature030,全倾转无人机总体装配模型030,Part::Feature,0,10,38,609.0351603142689,328.14356226436416,439.0967114564004,657.9912061400024,341.3842511578209,685.5967114564021,48.956045825733554,13.240688893456763,246.5000000000017
Part__Feature031,全倾转无人机总体装配模型031,Part::Feature,0,11,41,609.0351603142813,328.14356226442703,237.54671145640043,657.9912061400124,341.384251157872,437.0967114564486,48.95604582573117,13.24068889344494,199.55000000004816
Part__Feature032,全倾转无人机总体装配模型032,Part::Feature,0,11,41,609.035160314259,328.1435622643132,687.5967114564002,657.9912061399901,341.3842511577581,887.1467114564022,48.95604582573117,13.24068889344494,199.550000000002
Part__Feature033,全倾转无人机总体装配模型033,Part::Feature,0,5,29,580.9496972218354,328.1435622643657,685.5967114564004,657.9912061399892,347.4191604176548,687.5967114564022,77.0415089181538,19.27559815328908,2.000000000001819
Part__Feature034,全倾转无人机总体装配模型034,Part::Feature,0,5,29,580.9496972218465,328.1435622644291,437.0967114564003,657.99120614,347.41916041771873,439.09671145640203,77.04150891815357,19.27559815328965,2.0000000000017053
Part__Feature035,全倾转无人机总体装配模型035,Part::Feature,0,3,16,448.95230453049004,75.43155383090067,683.5967114701956,588.9496946421741,349.41916468955867,685.5967114702696,139.99739011168407,273.987610858658,2.00000000007401
Part__Feature036,全倾转无人机总体装配模型036,Part::Feature,0,2,7,579.4582713979203,342.2220945403359,439.09671147026796,588.9496946421859,349.41916468961966,441.0967114702696,9.491423244265661,7.197070149283775,2.0000000000016485
Part__Feature037,全倾转无人机总体装配模型037,Part::Feature,0,4,15,-419.97768635035675,120.0134152671927,724.4017276361022,-409.97768635035675,130.0134152671927,730.4017276361022,10.0,10.0,6.0
Part__Feature038,全倾转无人机总体装配模型038,Part::Feature,0,1,4,-420.97768635035675,119.0134152671927,724.4017276361022,-408.97768635035675,131.0134152671927,724.4017276361022,12.0,12.0,0.0
