object,label,face_index,radius_mm,center_x_mm,center_y_mm,center_z_mm,axis_x,axis_y,axis_z,bbox_xmin_mm,bbox_ymin_mm,bbox_zmin_mm,bbox_xmax_mm,bbox_ymax_mm,bbox_zmax_mm,bbox_xlen_mm,bbox_ylen_mm,bbox_zlen_mm
Part__Feature010,全倾转无人机总体装配模型010,7,3.9999999999999996,-126.3170163070631,4.830997421623573,678.7830029787248,2.7610131682735413e-28,8.50589271054556e-28,1.0,-130.31701630706308,0.8309974216235738,700.0967114777097,-122.31702156459856,4.837482809509175,720.0967114777096,7.999994742464523,4.006485387885601,19.999999999999886
Part__Feature010,全倾转无人机总体装配模型010,8,3.9999999999999996,-259.48386038539996,5.046907364746556,678.7830029787248,2.7610131682735413e-28,8.50589271054556e-28,1.0,-263.48386038539996,1.046907364746556,700.0967114777097,-255.48386564293543,5.053392752632157,720.0967114777096,7.999994742464537,4.006485387885601,19.999999999999886
Part__Feature010,全倾转无人机总体装配模型010,9,3.9999999999999996,-392.6507044637368,5.262817307869566,678.7830029787248,2.7610131682735413e-28,8.50589271054556e-28,1.0,-396.6507044637368,1.2628173078695668,700.0967114777097,-388.6507097212723,5.269302695755168,720.0967114777096,7.999994742464537,4.006485387885601,19.999999999999886
Part__Feature010,全倾转无人机总体装配模型010,10,3.9999999999999996,-392.6507044637368,5.262817307869566,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,-396.6507044637368,1.2628173078695668,404.09671147770973,-388.6507097212723,5.269302695755166,424.0967114777097,7.999994742464537,4.006485387885599,19.999999999999943
Part__Feature010,全倾转无人机总体装配模型010,11,3.999999999999944,552.0306966689279,95.11410399838266,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,548.0306966689279,91.11410399838272,404.09671147770973,556.0306914113925,95.12058938626828,424.0967114777098,7.999994742464537,4.0064853878855615,20.000000000000057
Part__Feature010,全倾转无人机总体装配模型010,12,3.9999999999999996,466.07720120336205,58.78420216552245,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,462.07720120336205,54.78420216552245,404.09671147770973,470.0771959458266,58.79068755340805,424.0967114777098,7.999994742464537,4.006485387885597,20.000000000000057
Part__Feature010,全倾转无人机总体装配模型010,13,3.9999999999999996,380.12370573779606,22.454300332662214,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,376.12370573779606,18.454300332662214,404.09671147770973,384.1237004802606,22.460785720547815,424.0967114777098,7.999994742464537,4.006485387885601,20.000000000000057
Part__Feature010,全倾转无人机总体装配模型010,14,3.9999999999999996,-259.48386038539996,5.046907364746556,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,-263.48386038539996,1.046907364746556,404.09671147770973,-255.48386564293543,5.053392752632155,424.0967114777097,7.999994742464537,4.006485387885599,19.999999999999943
Part__Feature010,全倾转无人机总体装配模型010,15,3.9999999999999996,-126.3170163070631,4.830997421623573,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,-130.31701630706308,0.8309974216235738,404.09671147770973,-122.31702156459856,4.837482809509173,424.0967114777097,7.999994742464523,4.006485387885599,19.999999999999943
Part__Feature010,全倾转无人机总体装配模型010,16,3.9999999999999987,6.849827771273787,4.615087478500563,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,2.8498277712737887,0.615087478500564,404.09671147770973,10.849822513738328,4.621572866386162,424.0967114777097,7.999994742464539,4.006485387885599,19.999999999999943
Part__Feature010,全倾转无人机总体装配模型010,17,3.9999999999999996,324.7034963808649,3.772884745359778,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,320.7034963808649,-0.22711525464022175,404.09671147770973,328.70349112332946,3.779370133245378,424.09671147770973,7.999994742464537,4.0064853878856,20.0
Part__Feature010,全倾转无人机总体装配模型010,18,3.999999999999944,-577.978595976354,5.397020600779262,445.4104199766946,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,-581.978595976354,1.3970206007793182,412.6514176274,-573.9786012338894,5.403505988664862,424.0967114777096,7.999994742464537,4.006485387885544,11.44529385030961
Part__Feature010,全倾转无人机总体装配模型010,19,3.999999999999944,-577.978595976354,5.397020600779262,678.7830029787248,2.7610131682735413e-28,8.50589271054556e-28,1.0,-581.978595976354,1.3970206007793182,700.0967114777098,-573.9786012338894,5.403505988664942,711.5420053280194,7.999994742464537,4.006485387885624,11.445293850309554
Part__Feature010,全倾转无人机总体装配模型010,21,48.99999999999993,-601.7214541289186,86.41130995121691,720.0967114777098,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,-650.7214541289185,50.7325302851373,434.0967114777098,-635.3075328154717,86.49075595281552,690.0967114777096,15.413921313446735,35.75822566767822,255.99999999999983
Part__Feature010,全倾转无人机总体装配模型010,23,1.6000000000000147,590.5192092813295,112.99502118689998,431.4070779764988,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,590.324700319838,122.93918464983408,431.4070779764988,590.9929018463523,125.0554712765204,432.44063888329475,0.6682015265142809,2.1162866266863176,1.0335609067959695
Part__Feature010,全倾转无人机总体装配模型010,24,1.6000000000000147,590.5987996931495,112.98370386131482,673.5028842590607,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,590.4225187639938,123.05726526850259,673.5028842590607,591.070442453349,125.08944287034412,674.5262258290498,0.6479236893551388,2.032177601841525,1.0233415699891566
Part__Feature010,全倾转无人机总体装配模型010,25,16.600000000000122,579.1828708762766,114.60698712274181,683.0967114777085,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,593.1012000081722,121.92430879474425,672.4795426890718,597.306895290051,124.70357158490626,693.8199058857166,4.205695281878775,2.779262790162008,21.34036319664483
Part__Feature010,全倾转无人机总体装配模型010,26,1.6000000000000147,590.5987996931495,112.98370386131482,673.5028842590607,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,590.4225187639938,122.71096483939816,671.9028842590607,593.5058406009485,125.08944287034412,673.5028842590607,3.083321836954724,2.3784780309459563,1.6000000000000227
Part__Feature010,全倾转无人机总体装配模型010,27,13.400000000000093,579.1828708762766,114.60698712274181,683.0967114777085,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,590.7108841058099,122.57243727517724,674.5262258290498,594.1387637084076,125.04745765121915,691.7527840721245,3.427879602597727,2.475020376041911,17.22655824307469
Part__Feature010,全倾转无人机总体装配模型010,28,16.600000000000122,579.1828708762766,114.60698712274181,441.0967114777109,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,593.1012000081722,121.92430879474425,430.3735170697028,597.306895290051,124.70357158490623,451.7138802663476,4.205695281878775,2.7792627901619795,21.340363196644773
Part__Feature010,全倾转无人机总体装配模型010,29,1.6000000000000147,590.5192092813295,112.99502118689998,431.4070779764988,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,590.2963849338619,122.39616732996443,429.80707797649876,593.4007528055187,124.98115128344726,431.4070779764988,3.104367871656791,2.5849839534828334,1.6000000000000227
Part__Feature010,全倾转无人机总体装配模型010,30,13.400000000000093,579.1828708762766,114.60698712274181,441.0967114777109,0.14077848616659613,0.9900411192635594,1.7617922927587733e-27,590.7108841058098,122.57243727517724,432.44063888329475,594.1387637084076,125.0474576512192,449.6671971263695,3.427879602597841,2.475020376041968,17.22655824307475
Part__Feature010,全倾转无人机总体装配模型010,32,5.0,-601.8543509055676,4.4445228800124585,409.0967114777098,-0.9999986856161355,0.0016213469713785454,-5.474694682234193e-28,319.52138489732545,-2.0959291641752724,404.0967114777098,348.2547981825735,2.9506380138985797,409.0967114777098,28.733413285248048,5.046567178073852,5.0
Part__Feature010,全倾转无人机总体装配模型010,39,48.99999999999993,-601.7214541289186,86.41130995121691,720.0967114777098,-2.7610131682735413e-28,-8.50589271054556e-28,-1.0,-650.7213897241091,86.49075595281553,434.0967114777098,-649.537322949292,97.11844257170992,690.0967114777096,1.1840667748170972,10.627686618894387,255.99999999999983
Part__Feature010,全倾转无人机总体装配模型010,41,30.00000000000001,-631.5758230374939,123.85355913756199,690.0967114777096,0.7818806305050678,0.6234281671860823,1.4908356389952956e-27,-622.1981331473888,146.24341729090852,690.0967114777096,-500.7939589559403,251.58816917873634,720.0967114777096,121.40417419144853,105.34475188782781,30.0
